# RLC
{'R_sense': 10, 'R_circuit': 10, 'C': 4.7e-07, 'L': 0.000221, 'Vpk': 0.6}
3.086016e+03,5.040590e-03,7.793973e-06,-1.278048e+00,1.553534e-03
3.150829e+03,5.145373e-03,1.556464e-05,-1.272634e+00,1.938695e-03
3.217003e+03,5.247294e-03,2.403440e-05,-1.267741e+00,3.384462e-03
3.284567e+03,5.347005e-03,3.045854e-05,-1.264002e+00,5.821860e-03
3.353550e+03,5.456593e-03,3.247549e-05,-1.259514e+00,6.103083e-03
3.423982e+03,5.564108e-03,3.913484e-05,-1.255347e+00,7.425439e-03
3.495893e+03,5.676295e-03,6.606377e-05,-1.250175e+00,5.718368e-03
3.569314e+03,5.788177e-03,6.200063e-05,-1.244010e+00,1.095661e-02
3.644277e+03,5.903803e-03,6.861984e-05,-1.240415e+00,1.334804e-02
3.720815e+03,6.017166e-03,8.447637e-05,-1.235706e+00,1.298041e-02
3.798960e+03,6.145812e-03,7.054137e-05,-1.228623e+00,1.259839e-02
3.878746e+03,6.259501e-03,5.638686e-05,-1.220970e+00,9.450596e-03
3.960208e+03,6.357859e-03,6.815141e-05,-1.212074e+00,1.156416e-02
4.043381e+03,6.617493e-03,3.157068e-06,-1.201294e+00,1.364546e-03
4.128301e+03,6.687381e-03,5.226665e-05,-1.201532e+00,8.953915e-03
4.215004e+03,6.762159e-03,6.836210e-05,-1.198891e+00,9.399518e-03
4.303528e+03,6.918093e-03,7.042440e-05,-1.191393e+00,1.024777e-02
4.393912e+03,7.036601e-03,6.395555e-05,-1.186938e+00,9.109014e-03
4.486193e+03,7.190607e-03,7.180944e-05,-1.180286e+00,9.802484e-03
4.580413e+03,7.331185e-03,6.155744e-05,-1.172968e+00,6.303998e-03
4.676611e+03,7.481792e-03,5.661206e-05,-1.167051e+00,8.276387e-03
4.774830e+03,7.630059e-03,4.713437e-05,-1.159048e+00,7.607654e-03
4.875112e+03,7.787790e-03,5.942593e-05,-1.152872e+00,3.018749e-03
4.977500e+03,7.940955e-03,5.135731e-05,-1.145800e+00,5.769976e-03
5.082038e+03,8.103894e-03,4.515471e-05,-1.137262e+00,5.047735e-03
5.188772e+03,8.275843e-03,4.549527e-05,-1.130161e+00,4.434317e-03
5.297747e+03,8.437061e-03,4.267797e-05,-1.121871e+00,4.541452e-03
5.409011e+03,8.613820e-03,4.333486e-05,-1.114371e+00,3.802161e-03
5.522612e+03,8.786740e-03,4.170106e-05,-1.105474e+00,4.598404e-03
5.638599e+03,8.972663e-03,3.049029e-05,-1.096844e+00,3.831761e-03
5.757021e+03,9.151464e-03,2.846573e-05,-1.088165e+00,2.642730e-03
5.877931e+03,9.345788e-03,1.813080e-05,-1.079073e+00,2.078671e-03
6.001380e+03,9.521858e-03,4.566007e-06,-1.069387e+00,3.222847e-03
6.127422e+03,9.722352e-03,1.148023e-05,-1.060379e+00,2.855796e-03
6.256111e+03,9.923328e-03,2.545510e-05,-1.049985e+00,2.822125e-03
6.387503e+03,1.012748e-02,3.851477e-05,-1.039806e+00,3.869689e-03
6.521654e+03,1.033188e-02,4.206152e-05,-1.028934e+00,5.865900e-03
